Datum, Aktueller Tag mobil, Aktueller Tag mobil 1. Impfung, Aktueller Tag mobil 2. Impfung, Aktueller Tag mobil 3. Impfung, Aktueller Tag mobil 4. Impfung, Aktueller Tag Impfstelle, Aktueller Tag Impfstelle 1. Impfung, Aktueller Tag Impfstelle 2. Impfung, Aktueller Tag Impfstelle 3. Impfung, Aktueller Tag Gesamt, Aktueller Tag Gesamt 1. Impfung, Aktueller Tag Gesamt 2. Impfung, Aktueller Tag Gesamt 3. Impfung, Aktueller Tag Gesamt 4. Impfung,Gesamt mobil,Gesamt mobil 1. Impfung,Gesamt mobil 2. Impfung,Gesamt mobil 3. Impfung,Gesamt mobil 4. Impfung,Gesamt Impfstelle,Gesamt Impfstelle 1. Impfung,Gesamt Impfstelle 2. Impfung,Gesamt Impfstelle 3. Impfung,Gesamt Impfungen,Gesamt Impfungen 1. Impfung,Gesamt Impfungen 2. Impfung,Gesamt Impfungen 3. Impfung,Gesamt Impfungen 4. Impfung,Gesamtimpfungen Arztpraxen ,Gesamtimpfungen Arztpraxen  1. Impfung,Gesamtimpfungen Arztpraxen  2. Impfung,Gesamtimpfungen Arztpraxen  3. Impfung,Gesamtimpfungen Arztpraxen  4. Impfung
21.12.2021,,315,415,1753,,,0,0,0,2483,315,415,1753,,,77973,65558,52899,,,198360,18760,10,575560,276333,246318,52909,,656603,246501,244800,165302,
22.12.2021,,294,335,2079,,,0,0,0,2708,294,335,2079,,,78267,65893,54978,,,198360,18760,10,578268,276627,246653,54988,,656603,246501,244800,165302,
23.12.2021,,320,426,1653,,,0,0,0,2399,320,426,1653,,,78587,66319,56631,,,198360,18760,10,580667,276947,247079,56641,,656603,246501,244800,165302,
24.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.12.2021,,358,440,1895,,,0,0,0,2693,358,440,1895,,,78945,66759,58526,,,198360,18760,10,583360,277305,247519,58536,,674427,247696,245954,180777,
28.12.2021,,347,301,1497,,,0,0,0,2145,347,301,1497,,,79292,67060,60023,,,198360,18760,10,585505,277652,247820,60033,,674427,247696,245954,180777,
29.12.2021,,369,274,1364,,,0,0,0,2007,369,274,1364,,,79661,67336,61387,,,198360,18760,10,587512,278021,248094,61397,,674427,247696,245954,180777,
30.12.2021,,352,288,1190,,,0,0,0,1830,352,288,1190,,,80013,67622,62577,,,198360,18760,10,589342,278373,248382,62587,,674427,247696,245954,,
31.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.2022,,392,381,1495,,,0,0,0,2268,392,381,1495,,,80405,68003,64072,,,198360,18760,10,591610,278765,248763,64082,,692298,249345,248054,194899,
04.01.2022,,371,287,1190,,,0,0,0,1848,371,287,1190,,,80776,68290,65262,,,198360,18760,10,593458,279136,249050,65272,,692298,249345,248054,194899,
05.01.2022,,361,270,1079,,,0,0,0,1710,361,270,1079,,,81137,68560,66341,,,198360,18760,10,595168,279497,249320,66351,,692298,249345,248054,194899,
06.01.2022,,446,352,1549,,,0,0,0,2347,446,352,1549,,,81583,68912,67890,,,198360,18760,10,597515,279943,249672,67900,,692298,249345,248054,194899,
07.01.2022,,237,447,1363,,,0,0,0,2047,237,447,1363,,,81820,69359,69253,,,198360,18760,10,599562,280180,250119,69263,,692298,249345,248054,194899,
08.01.2022,,111,451,1106,,,0,0,0,1668,111,451,1106,,,81931,69810,70359,,,198360,18760,10,601230,280291,250570,70369,,692298,249345,248054,194899,
09.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.2022,,189,404,1528,,,0,0,0,2121,189,404,1528,,,82120,70214,71887,,,198360,18760,10,603351,280480,250974,71897,,712603,250563,250302,211738,
11.01.2022,,153,419,1440,,,0,0,0,2012,153,419,1440,,,82273,70633,73327,,,198360,18760,10,605363,280633,251393,73337,,712603,250563,250302,211738,
12.01.2022,,279,378,1302,,,0,0,0,1959,279,378,1302,,,82552,71011,74629,,,198360,18760,10,607322,280912,251771,74639,,712603,250563,250302,211738,
13.01.2022,,315,472,1884,,,0,0,0,2671,315,472,1884,,,82867,71483,76513,,,198360,18760,10,609993,281227,252243,76523,,712603,250563,250302,211738,
14.01.2022,,176,387,1589,,,0,0,0,2152,176,387,1589,,,83043,71870,78102,,,198360,18760,10,612145,281403,252630,78112,,712603,250563,250302,211738,
15.01.2022,,211,279,1269,,,0,0,0,1759,211,279,1269,,,83254,72149,79371,,,198360,18760,10,613904,281614,252909,79381,,712603,250563,250302,211738,
16.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.2022,,198,340,1360,,,0,0,0,1898,198,340,1360,,,83452,72489,80731,,,198360,18760,10,615802,281812,253249,80741,,739575,252767,254009,232799,
18.01.2022,,128,380,1220,,,0,0,0,1728,128,380,1220,,,83580,72869,81951,,,198360,18760,10,617530,281940,253629,81961,,739575,252767,254009,232799,
19.01.2022,,76,372,1012,,,0,0,0,1460,76,372,1012,,,83656,73241,82963,,,198360,18760,10,618990,282016,254001,82973,,739575,252767,254009,232799,
20.01.2022,,368,460,1097,,,0,0,0,1925,368,460,1097,,,84024,73701,84060,,,198360,18760,10,620915,282384,254461,84070,,739575,252767,254009,232799,
21.01.2022,,203,387,1027,,,0,0,0,1617,203,387,1027,,,84227,74088,85087,,,198360,18760,10,622532,282587,254848,85097,,739575,252767,254009,232799,
22.01.2022,,169,324,838,,,0,0,0,1331,169,324,838,,,84396,74412,85925,,,198360,18760,10,623863,282756,255172,85935,,739575,252767,254009,232799,
23.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.2022,,180,360,925,,,0,0,0,1465,180,360,925,,,84576,74772,86850,,,198360,18760,10,625328,282936,255532,86860,,747930,252979,253994,240957,
25.01.2022,,79,324,750,,,0,0,0,1153,79,324,750,,,84655,75096,87600,,,198360,18760,10,626481,283015,255856,87610,,747930,252979,253994,240957,
26.01.2022,,63,290,652,,,0,0,0,1005,63,290,652,,,84718,75386,88252,,,198360,18760,10,627486,283078,256146,88262,,747930,252979,253994,240957,
27.01.2022,,133,360,728,,,0,0,0,1221,133,360,728,,,84851,75746,88980,,,198360,18760,10,628707,283211,256506,88990,,747930,252979,253994,240957,
28.01.2022,,87,355,851,,,0,0,0,1293,87,355,851,,,84938,76101,89831,,,198360,18760,10,630000,283298,256861,89841,,747930,252979,253994,240957,
29.01.2022,,95,325,561,,,0,0,0,981,95,325,561,,,85033,76426,90392,,,198360,18760,10,630981,283393,257186,90402,,747930,252979,253994,240957,
30.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.01.2022,,61,215,536,,,0,0,0,812,61,215,536,,,85094,76641,90928,,,198360,18760,10,631793,283454,257401,90938,,774490,255275,258086,261129,
01.02.2022,,61,202,469,,,0,0,0,732,61,202,469,,,85155,76843,91397,,,198360,18760,10,632525,283515,257603,91407,,774490,255275,258086,261129,
02.02.2022,,93,141,458,,,0,0,0,692,93,141,458,,,85248,76984,91855,,,198360,18760,10,633217,283608,257744,91865,,774490,255275,258086,261129,
03.02.2022,,78,250,539,,,0,0,0,867,78,250,539,,,85326,77234,92394,,,198360,18760,10,634084,283686,257994,92404,,774490,255275,258086,261129,
04.02.2022,,66,223,551,,,0,0,0,840,66,223,551,,,85392,77457,92945,,,198360,18760,10,634924,283752,258217,92955,,774490,255275,258086,261129,
05.02.2022,,47,248,378,,,0,0,0,673,47,248,378,,,85439,77705,93323,,,198360,18760,10,635597,283799,258465,93333,,774490,255275,258086,261129,
06.02.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2022,,48,162,515,,,0,0,0,725,48,162,515,,,85487,77867,93838,,,198360,18760,10,636322,283847,258627,93848,,783606,256030,259711,267865,
08.02.2022,,46,137,382,12,,0,0,0,577,46,137,382,12,,85533,78004,94220,30,,198360,18760,10,636917,283893,258764,94230,30,783606,256030,259711,267865,
09.02.2022,,38,117,369,11,,0,0,0,535,38,117,369,11,,85571,78121,94589,41,,198360,18760,10,637452,283931,258881,94599,41,783606,256030,259711,267865,
10.02.2022,,35,137,413,5,,0,0,0,590,35,137,413,5,,85606,78258,95002,45,,198360,18760,10,638042,283966,259018,95012,46,783606,256030,259711,267865,
11.02.2022,,40,145,393,15,,0,0,0,593,40,145,393,15,,85646,78403,95395,61,,198360,18760,10,638635,284006,259163,95405,61,783606,256030,259711,267865,
12.02.2022,,43,201,315,9,,0,0,0,568,43,201,315,9,,85689,78604,95710,70,,198360,18760,10,639203,284049,259364,95720,70,783606,256030,259711,267865,
13.02.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.02.2022,,26,119,348,9,,0,0,0,502,26,119,348,9,,85715,78723,96058,79,,198360,18760,10,639705,284075,259483,96068,79,790765,256535,261066,273164,
15.02.2022,,41,83,275,12,,0,0,0,411,41,83,275,12,,85756,78806,96333,91,,198360,18760,10,640116,284116,259566,96343,91,790765,256535,261066,273164,
16.02.2022,,26,65,241,11,,0,0,0,343,26,65,241,11,,85782,78871,96574,102,,198360,18760,10,640459,284142,259631,96584,102,790765,256535,261066,273164,
17.02.2022,,26,110,266,16,,0,0,0,418,26,110,266,16,,85808,78981,96840,118,,198360,18760,10,640877,284168,259741,96850,118,790765,256535,261066,273164,

